0	69181
1	43297
2	27083
3	16376
4	11361
5	7921
6	5667
7	4592
8	3594
9	2972
10	2366
11	2196
12	1938
13	1637
14	1566
15	1459
16	1301
17	1169
18	1109
19	1040
20	954
21	990
22	786
23	815
24	728
25	643
26	625
27	553
28	460
29	487
30	489
31	516
32	453
33	419
34	431
35	424
36	375
37	348
38	364
39	376
40	352
41	304
42	336
43	304
44	314
45	294
46	311
47	298
48	317
49	278
50	283
51	280
52	241
53	246
54	247
55	232
56	238
57	253
58	232
59	249
60	242
61	252
62	227
63	209
64	198
65	204
66	187
67	161
68	175
69	180
70	178
71	167
72	181
73	170
74	188
75	169
76	155
77	146
78	177
79	148
80	153
81	136
82	130
83	144
84	133
85	132
86	126
87	130
88	116
89	130
90	107
91	114
92	123
93	120
94	112
95	108
96	101
97	98
98	97
99	127
100	98
101	105
102	104
103	75
104	98
105	90
106	64
107	83
108	71
109	71
110	83
111	73
112	83
113	88
114	61
115	81
116	65
117	86
118	63
119	74
120	65
121	55
122	65
123	51
124	59
125	54
126	55
127	61
128	50
129	53
130	64
131	54
132	59
133	59
134	52
135	49
136	68
137	52
138	52
139	44
140	58
141	56
142	58
143	48
144	40
145	51
146	46
147	48
148	52
149	44
150	48
151	42
152	37
153	43
154	54
155	47
156	50
157	50
158	32
159	35
160	35
161	40
162	35
163	41
164	42
165	44
166	35
167	32
168	36
169	43
170	41
171	40
172	43
173	50
174	50
175	35
176	40
177	37
178	42
179	32
180	25
181	22
182	30
183	29
184	23
185	25
186	30
187	31
188	23
189	17
190	25
191	34
192	23
193	33
194	13
195	19
196	24
197	22
198	22
199	28
200	21
201	25
202	25
203	17
204	24
205	14
206	17
207	25
208	30
209	18
210	28
211	13
212	22
213	17
214	16
215	14
216	17
217	19
218	15
219	18
220	19
221	21
222	14
223	19
224	18
225	21
226	16
227	28
228	22
229	23
230	16
231	22
232	18
233	25
234	12
235	12
236	10
237	14
238	18
239	11
240	18
241	20
242	16
243	13
244	12
245	22
246	23
247	21
248	18
249	17
250	13
251	15
252	17
253	13
254	16
255	22
256	9
257	15
258	17
259	13
260	16
261	17
262	14
263	16
264	9
265	22
266	5
267	15
268	10
269	14
270	12
271	9
272	11
273	6
274	8
275	10
276	9
277	8
278	9
279	10
280	13
281	19
282	10
283	10
284	16
285	8
286	7
287	24
288	17
289	14
290	16
291	26
292	15
293	15
294	23
295	9
296	11
297	16
298	11
299	18
300	17
301	13
302	13
303	17
304	7
305	14
306	9
307	9
308	12
309	15
310	10
311	12
312	14
313	16
314	8
315	9
316	9
317	13
318	11
319	9
320	8
321	10
322	10
323	8
324	8
325	17
326	9
327	12
328	12
329	10
330	13
331	11
332	13
333	12
334	8
335	11
336	12
337	11
338	4
339	9
340	8
341	6
342	12
343	13
344	15
345	13
346	8
347	7
348	16
349	11
350	8
351	10
352	8
353	11
354	9
355	12
356	16
357	17
358	18
359	12
360	12
361	9
362	14
363	5
364	7
365	18
366	12
367	10
368	11
369	13
370	10
371	9
372	11
373	16
374	6
375	12
376	9
377	10
378	13
379	7
380	9
381	11
382	10
383	10
384	9
385	8
386	5
387	7
388	7
389	4
390	8
391	4
392	14
393	12
394	6
395	5
396	9
397	13
398	12
399	3
400	6
401	7
402	12
403	5
404	6
405	6
406	7
407	11
408	7
409	3
410	10
411	6
412	11
413	10
414	6
415	7
416	15
417	9
418	7
419	6
420	6
421	10
422	6
423	5
424	8
425	10
426	10
427	6
428	6
429	6
430	9
431	6
432	11
433	8
434	9
435	8
436	5
437	5
438	4
439	6
440	5
441	7
442	6
443	7
444	7
445	4
446	7
447	8
448	5
449	5
450	3
451	6
452	7
453	9
454	3
455	8
456	6
457	7
458	13
459	9
460	9
461	11
462	8
463	7
464	7
465	6
466	8
467	6
468	7
469	10
470	5
471	2
472	4
473	7
474	12
475	9
476	12
477	9
478	9
479	10
480	9
481	6
482	7
483	8
484	4
485	4
486	8
487	5
488	6
489	6
490	6
491	6
492	7
493	4
494	10
495	6
496	8
497	7
498	7
499	3
500	5
501	5
502	3
503	5
504	5
505	7
506	5
507	5
508	8
509	5
510	5
511	9
512	4
513	5
514	9
515	6
516	2
517	3
518	8
519	3
520	1
521	4
522	5
523	2
524	3
525	4
526	2
527	2
528	5
529	2
530	5
531	6
532	2
533	8
534	4
535	7
536	3
537	8
538	6
539	6
540	4
541	6
542	5
543	8
544	4
545	5
546	2
547	6
548	4
549	9
550	5
551	4
552	5
553	8
554	3
555	6
556	2
557	7
558	5
559	3
560	2
561	4
562	7
563	8
564	7
565	6
566	3
567	4
568	4
569	3
570	4
571	3
572	2
573	0
574	6
575	2
576	5
577	6
578	6
579	6
580	10
581	6
582	5
583	3
584	8
585	7
586	8
587	3
588	5
589	6
590	2
591	5
592	2
593	6
594	6
595	10
596	4
597	10
598	4
599	8
600	5
601	2
602	2
603	2
604	6
605	2
606	5
607	4
608	6
609	4
610	9
611	5
612	4
613	4
614	5
615	3
616	4
617	3
618	5
619	7
620	5
621	3
622	2
623	3
624	2
625	4
626	3
627	6
628	6
629	3
630	1
631	6
632	4
633	9
634	6
635	3
636	3
637	8
638	7
639	5
640	6
641	6
642	4
643	7
644	3
645	6
646	3
647	2
648	3
649	5
650	3
651	3
652	2
653	1
654	2
655	7
656	1
657	3
658	6
659	2
660	4
661	4
662	2
663	6
664	5
665	2
666	5
667	3
668	3
669	3
670	2
671	5
672	3
673	1
674	2
675	2
676	3
677	3
678	2
679	0
680	4
681	2
682	4
683	3
684	6
685	2
686	3
687	3
688	7
689	10
690	4
691	3
692	6
693	5
694	2
695	2
696	2
697	3
698	1
699	2
700	0
701	4
702	1
703	2
704	3
705	3
706	2
707	1
708	1
709	0
710	5
711	2
712	3
713	0
714	2
715	3
716	2
717	3
718	6
719	3
720	6
721	1
722	2
723	2
724	2
725	2
726	5
727	2
728	2
729	1
730	7
731	2
732	4
733	4
734	2
735	2
736	1
737	2
738	2
739	3
740	2
741	3
742	1
743	5
744	4
745	4
746	3
747	5
748	3
749	5
750	1
751	4
752	1
753	2
754	1
755	4
756	5
757	2
758	3
759	0
760	1
761	1
762	2
763	1
764	0
765	3
766	7
767	1
768	0
769	2
770	2
771	4
772	1
773	1
774	4
775	0
776	1
777	1
778	6
779	3
780	2
781	3
782	4
783	2
784	6
785	1
786	3
787	2
788	2
789	3
790	1
791	5
792	5
793	2
794	1
795	1
796	1
797	0
798	1
799	3
800	3
801	0
802	0
803	3
804	3
805	0
806	2
807	4
808	1
809	3
810	3
811	1
812	4
813	2
814	3
815	2
816	2
817	2
818	1
819	3
820	3
821	2
822	4
823	7
824	2
825	1
826	1
827	1
828	2
829	4
830	2
831	2
832	2
833	3
834	1
835	1
836	2
837	1
838	4
839	0
840	2
841	3
842	1
843	1
844	0
845	1
846	0
847	0
848	1
849	0
850	3
851	2
852	1
853	0
854	3
855	1
856	4
857	0
858	2
859	1
860	2
861	3
862	5
863	2
864	1
865	4
866	1
867	1
868	0
869	0
870	1
871	1
872	2
873	1
874	2
875	3
876	0
877	3
878	0
879	2
880	2
881	3
882	4
883	3
884	3
885	4
886	3
887	2
888	1
889	0
890	2
891	3
892	0
893	1
894	4
895	2
896	2
897	3
898	2
899	3
900	1
901	4
902	1
903	0
904	0
905	2
906	2
907	3
908	2
909	2
910	1
911	3
912	1
913	3
914	1
915	1
916	1
917	3
918	1
919	0
920	1
921	2
922	2
923	1
924	2
925	2
926	3
927	2
928	5
929	3
930	1
931	3
932	1
933	3
934	4
935	1
936	2
937	2
938	1
939	3
940	1
941	7
942	1
943	3
944	2
945	3
946	2
947	3
948	3
949	5
950	2
951	2
952	1
953	2
954	1
955	1
956	2
957	2
958	2
959	1
960	3
961	2
962	2
963	2
964	2
965	3
966	1
967	5
968	1
969	1
970	3
971	3
972	1
973	2
974	1
975	1
976	2
977	2
978	4
979	2
980	2
981	3
982	4
983	1
984	3
985	2
986	1
987	0
988	1
989	2
990	1
991	1
992	0
993	1
994	0
995	1
996	2
997	2
998	1
999	2
1000	1
1001	1
1002	0
1003	1
1004	0
1005	0
1006	0
1007	2
1008	2
1009	0
1010	2
1011	1
1012	1
1013	2
1014	0
1015	0
1016	3
1017	2
1018	1
1019	2
1020	0
1021	1
1022	0
1023	1
1024	0
1025	1
1026	1
1027	2
1028	0
1029	0
1030	0
1031	0
1032	0
1033	1
1034	0
1035	0
1036	0
1037	0
1038	1
1039	1
1040	0
1041	0
1042	2
1043	0
1044	0
1045	0
1046	1
1047	0
1048	0
1049	1
1050	0
1051	1
1052	0
1053	1
1054	1
1055	0
1056	0
1057	0
1058	2
1059	1
1060	0
1061	1
1062	0
1063	0
1064	0
1065	2
1066	1
1067	0
1068	0
1069	1
1070	1
1071	0
1072	1
1073	1
1074	0
1075	0
1076	0
1077	1
1078	0
1079	0
1080	0
1081	1
1082	1
1083	0
1084	1
1085	0
1086	1
1087	0
1088	0
1089	2
1090	0
1091	0
1092	0
1093	0
1094	1
1095	1
1096	1
1097	0
1098	0
1099	1
1100	0
1101	0
1102	0
1103	1
1104	0
1105	0
1106	1
1107	0
1108	2
1109	0
1110	0
1111	0
1112	1
1113	1
1114	1
1115	0
1116	2
1117	2
1118	0
1119	2
1120	2
1121	1
1122	1
1123	2
1124	1
1125	1
1126	2
1127	2
1128	0
1129	0
1130	0
1131	1
1132	0
1133	1
1134	0
1135	0
1136	0
1137	0
1138	0
1139	0
1140	0
1141	0
1142	1
1143	1
1144	0
1145	0
1146	0
1147	0
1148	0
1149	0
1150	1
1151	0
1152	0
1153	0
1154	0
1155	0
1156	0
1157	1
1158	0
1159	1
1160	0
1161	0
1162	0
1163	0
1164	0
1165	0
1166	0
1167	1
1168	1
1169	0
1170	1
1171	0
1172	0
1173	1
1174	1
1175	0
1176	0
1177	1
1178	0
1179	0
1180	2
1181	1
1182	0
1183	0
1184	0
1185	0
1186	0
1187	0
1188	1
1189	1
1190	0
1191	0
1192	0
1193	0
1194	0
1195	0
1196	0
1197	0
1198	1
1199	1
1200	0
1201	3
1202	0
1203	0
1204	1
1205	0
1206	0
1207	0
1208	3
1209	0
1210	0
1211	1
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	0
1219	0
1220	0
1221	1
1222	1
1223	0
1224	2
1225	0
1226	0
1227	0
1228	1
1229	1
1230	0
1231	1
1232	1
1233	0
1234	0
1235	1
1236	0
1237	1
1238	0
1239	0
1240	1
1241	1
1242	0
1243	0
1244	0
1245	0
1246	1
1247	0
1248	1
1249	0
1250	0
1251	0
1252	1
1253	0
1254	1
1255	1
1256	0
1257	0
1258	1
1259	0
1260	0
1261	1
1262	0
1263	0
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
1270	0
1271	0
1272	1
1273	1
1274	0
1275	0
1276	0
1277	0
1278	0
1279	0
1280	0
1281	0
1282	0
1283	0
1284	0
1285	1
1286	0
1287	0
1288	0
1289	0
1290	0
1291	0
1292	0
1293	0
1294	0
1295	0
1296	0
1297	0
1298	0
1299	0
1300	0
1301	0
1302	0
1303	0
1304	0
1305	0
1306	0
1307	0
1308	0
1309	0
1310	0
1311	0
1312	0
1313	0
1314	0
1315	0
1316	0
1317	0
1318	1
1319	0
1320	0
1321	0
1322	0
1323	0
1324	0
1325	0
1326	0
1327	0
1328	0
1329	0
1330	0
1331	0
1332	0
1333	0
1334	0
1335	0
1336	0
1337	0
1338	0
1339	0
1340	0
1341	0
1342	0
1343	0
1344	0
1345	1
1346	0
1347	0
1348	0
1349	0
1350	0
1351	0
1352	0
1353	0
1354	0
1355	0
1356	0
1357	0
1358	0
1359	0
1360	0
1361	0
1362	0
1363	0
1364	0
1365	0
1366	0
1367	0
1368	0
1369	0
1370	0
1371	0
1372	0
1373	0
1374	0
1375	0
1376	0
1377	0
1378	0
1379	0
1380	0
1381	1
1382	0
1383	0
1384	0
1385	0
1386	0
1387	0
1388	0
1389	0
1390	0
1391	0
1392	0
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0
1403	0
1404	0
1405	1
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	0
1454	0
1455	0
1456	0
1457	0
1458	0
1459	0
1460	0
1461	0
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	0
1493	0
1494	0
1495	0
1496	0
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	0
1505	0
1506	0
1507	0
1508	0
1509	0
1510	0
1511	0
1512	1
1513	0
1514	0
1515	0
1516	0
1517	0
1518	0
1519	0
1520	0
1521	0
1522	0
1523	0
1524	0
1525	0
1526	0
1527	0
1528	0
1529	0
1530	0
1531	0
1532	0
1533	0
1534	0
1535	0
1536	0
1537	0
1538	0
1539	0
1540	0
1541	0
1542	0
1543	0
1544	0
1545	0
1546	0
1547	0
1548	0
1549	0
1550	0
1551	0
1552	0
1553	0
1554	0
1555	0
1556	0
1557	0
1558	0
1559	0
1560	0
1561	0
1562	0
1563	0
1564	0
1565	0
1566	0
1567	0
1568	0
1569	0
1570	0
1571	0
1572	0
1573	0
1574	0
1575	0
1576	0
1577	0
1578	0
1579	0
1580	0
1581	0
1582	0
1583	0
1584	0
1585	0
1586	0
1587	0
1588	0
1589	0
1590	0
1591	0
1592	0
1593	0
1594	0
1595	0
1596	0
1597	0
1598	0
1599	0
1600	0
1601	0
1602	0
1603	0
1604	1
1605	0
1606	0
1607	0
1608	0
1609	0
1610	0
1611	0
1612	0
1613	0
1614	0
1615	0
1616	0
1617	0
1618	0
1619	0
1620	0
1621	0
1622	0
1623	0
1624	0
1625	0
1626	0
1627	0
1628	0
1629	0
1630	0
1631	0
1632	0
1633	0
1634	0
1635	0
1636	0
1637	0
1638	0
1639	0
1640	0
1641	0
1642	0
1643	0
1644	0
1645	0
1646	0
1647	0
1648	0
1649	0
1650	0
1651	0
1652	0
1653	0
1654	0
1655	0
1656	0
1657	0
1658	0
1659	0
1660	0
1661	0
1662	0
1663	0
1664	0
1665	0
1666	0
1667	0
1668	0
1669	0
1670	0
1671	0
1672	0
1673	0
1674	0
1675	0
1676	0
1677	1
1678	0
1679	0
1680	0
1681	0
1682	0
1683	0
1684	0
1685	0
1686	0
1687	0
1688	0
1689	0
1690	0
1691	0
1692	0
1693	0
1694	0
1695	0
1696	0
1697	0
1698	0
1699	0
1700	0
1701	0
1702	0
1703	0
1704	0
1705	0
1706	0
1707	0
1708	0
1709	0
1710	0
1711	1
1712	0
1713	0
1714	0
1715	0
1716	0
1717	0
1718	0
1719	0
1720	0
1721	0
1722	0
1723	0
1724	0
1725	0
1726	0
1727	0
1728	0
1729	0
1730	0
1731	0
1732	0
1733	0
1734	0
1735	0
1736	0
1737	0
1738	0
1739	0
1740	0
1741	0
1742	0
1743	0
1744	0
1745	0
1746	0
1747	0
1748	0
1749	0
1750	0
1751	0
1752	0
1753	0
1754	0
1755	0
1756	0
1757	0
1758	0
1759	0
1760	0
1761	0
1762	0
1763	0
1764	0
1765	0
1766	0
1767	0
1768	0
1769	0
1770	0
1771	0
1772	0
1773	0
1774	0
1775	0
1776	0
1777	0
1778	0
1779	0
1780	0
1781	0
1782	0
1783	0
1784	0
1785	0
1786	0
1787	0
1788	0
1789	0
1790	0
1791	0
1792	0
1793	0
1794	0
1795	0
1796	0
1797	0
1798	0
1799	0
1800	0
1801	0
1802	0
1803	0
1804	0
1805	0
1806	0
1807	0
1808	0
1809	0
1810	0
1811	0
1812	0
1813	0
1814	0
1815	0
1816	0
1817	0
1818	0
1819	0
1820	0
1821	0
1822	0
1823	0
1824	0
1825	0
1826	0
1827	0
1828	0
1829	0
1830	0
1831	0
1832	0
1833	0
1834	0
1835	0
1836	0
1837	0
1838	0
1839	0
1840	0
1841	0
1842	0
1843	0
1844	0
1845	0
1846	0
1847	0
1848	0
1849	0
1850	0
1851	0
1852	0
1853	0
1854	0
1855	0
1856	0
1857	0
1858	0
1859	0
1860	0
1861	0
1862	1
1863	0
1864	0
1865	0
1866	0
1867	0
1868	0
1869	0
1870	0
1871	0
1872	0
1873	0
1874	0
1875	0
1876	0
1877	0
1878	0
1879	0
1880	0
1881	0
1882	0
1883	0
1884	0
1885	0
1886	0
1887	0
1888	0
1889	0
1890	0
1891	0
1892	0
1893	0
1894	0
1895	0
