0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	5	5
19	4	2
20	0	0
21	0	0
22	7	7
23	0	0
24	0	0
25	12	6
26	1	1
27	0	0
28	0	0
29	1	1
30	1	1
31	0	0
32	0	0
33	4	2
34	0	0
35	0	0
36	4	4
37	0	0
38	2	2
39	0	0
40	0	0
41	1	1
42	0	0
43	0	0
44	0	0
45	0	0
46	3	3
47	0	0
48	0	0
49	0	0
50	0	0
51	2	2
52	12	12
53	21	19
54	0	0
55	1	1
56	2	2
57	0	0
58	0	0
59	1	1
60	1	1
61	0	0
62	0	0
63	0	0
64	0	0
65	2	2
66	1	1
67	1	1
68	0	0
69	5	5
70	0	0
71	1	1
72	0	0
73	0	0
74	0	0
75	0	0
76	21	5
77	16	16
78	0	0
79	9	6
80	4	2
81	0	0
82	0	0
83	3	3
84	22	9
85	0	0
86	5	5
87	1	1
88	1	1
89	5	3
90	1	1
91	22	9
92	0	0
93	0	0
94	1	1
95	7	5
96	8	4
97	0	0
98	0	0
99	0	0
100	0	0
101	2	2
102	19	18
103	9	6
104	0	0
105	1	1
106	8	6
107	1	1
108	5	5
109	0	0
110	5	4
111	0	0
112	0	0
113	0	0
114	0	0
115	0	0
116	12	6
117	0	0
118	0	0
119	24	23
120	9	9
121	2	2
122	0	0
123	0	0
124	0	0
125	0	0
126	1	1
127	1	1
128	0	0
129	6	5
130	11	8
131	1	1
132	13	12
133	4	4
134	13	5
135	0	0
136	1	1
137	0	0
138	0	0
139	0	0
140	0	0
141	0	0
142	6	6
143	0	0
144	0	0
145	0	0
146	1	1
147	1	1
148	19	12
149	18	9
150	4	4
151	1	1
152	20	10
153	1	1
154	1	1
155	17	5
156	1	1
157	1	1
158	1	1
159	1	1
160	0	0
161	7	4
162	0	0
163	0	0
164	12	9
165	0	0
166	0	0
167	0	0
168	0	0
169	0	0
170	0	0
171	0	0
172	0	0
173	0	0
174	0	0
175	0	0
176	1	1
177	0	0
178	10	7
179	1	1
180	15	6
181	0	0
182	0	0
183	0	0
184	0	0
185	0	0
186	0	0
187	0	0
188	7	7
189	1	1
190	28	21
191	13	9
192	1	1
193	0	0
194	0	0
195	0	0
196	0	0
197	0	0
198	2	2
199	0	0
200	12	6
201	0	0
202	0	0
203	0	0
204	0	0
205	12	5
206	0	0
207	8	7
208	1	1
209	1	1
210	0	0
211	0	0
212	1	1
213	5	3
214	4	2
215	0	0
216	0	0
217	0	0
218	4	2
219	0	0
220	0	0
221	9	5
222	0	0
223	0	0
224	0	0
225	0	0
226	0	0
227	0	0
228	0	0
229	0	0
230	0	0
231	0	0
232	0	0
233	0	0
234	0	0
235	0	0
236	0	0
237	0	0
238	0	0
239	0	0
240	0	0
241	0	0
242	0	0
243	1	1
244	0	0
245	0	0
246	0	0
247	0	0
248	0	0
249	17	10
250	0	0
251	0	0
252	0	0
253	0	0
254	0	0
255	0	0
256	0	0
257	0	0
258	0	0
259	0	0
260	0	0
261	1	1
262	0	0
263	0	0
264	7	7
265	7	7
266	0	0
267	0	0
268	0	0
269	0	0
270	0	0
271	3	3
272	0	0
273	0	0
274	0	0
275	0	0
276	0	0
277	11	9
278	0	0
279	0	0
280	0	0
281	0	0
282	0	0
283	0	0
284	1	1
285	22	17
286	0	0
287	5	5
288	0	0
289	0	0
290	0	0
291	0	0
292	0	0
293	0	0
294	0	0
295	29	19
296	0	0
297	0	0
298	0	0
299	0	0
300	1	1
301	0	0
302	0	0
303	1	1
304	0	0
305	0	0
306	13	11
307	0	0
308	0	0
309	0	0
310	0	0
311	0	0
312	1	1
313	2	2
314	29	15
315	0	0
316	0	0
317	0	0
318	0	0
319	0	0
320	0	0
321	0	0
322	6	6
323	0	0
324	0	0
325	2	2
326	0	0
327	1	1
328	0	0
329	0	0
330	0	0
331	0	0
332	0	0
333	0	0
334	0	0
335	0	0
336	0	0
337	2	2
338	0	0
339	0	0
340	0	0
341	0	0
342	0	0
343	0	0
344	0	0
345	0	0
346	0	0
347	0	0
348	0	0
349	0	0
350	0	0
351	0	0
352	0	0
353	1	1
354	0	0
355	0	0
356	1	1
357	0	0
358	0	0
359	4	4
360	0	0
361	0	0
362	0	0
363	12	12
364	0	0
365	1	1
366	0	0
367	0	0
368	0	0
369	2	2
370	14	4
371	0	0
372	1	1
373	5	3
374	0	0
375	0	0
376	0	0
377	0	0
378	0	0
379	0	0
380	0	0
381	0	0
382	13	11
383	0	0
384	0	0
385	0	0
386	12	9
387	14	4
388	0	0
389	0	0
390	12	8
391	0	0
392	0	0
393	0	0
394	1	1
395	0	0
396	0	0
397	0	0
398	0	0
399	0	0
400	0	0
401	0	0
402	0	0
403	0	0
404	2	2
405	14	10
406	12	8
407	0	0
408	5	5
409	0	0
410	0	0
411	0	0
412	26	17
413	0	0
414	0	0
415	0	0
416	0	0
417	0	0
418	1	1
419	2	2
420	12	3
421	0	0
422	0	0
423	0	0
424	3	3
425	1	1
426	1	1
427	1	1
428	9	6
429	0	0
430	0	0
431	0	0
432	0	0
433	0	0
434	0	0
435	0	0
436	0	0
437	0	0
438	12	3
439	1	1
440	0	0
441	0	0
442	0	0
443	0	0
444	1	1
445	0	0
446	0	0
447	1	1
448	0	0
449	0	0
450	0	0
451	0	0
452	0	0
453	0	0
454	0	0
455	0	0
456	0	0
457	0	0
458	0	0
459	0	0
460	0	0
461	0	0
462	0	0
463	0	0
464	0	0
465	0	0
466	0	0
467	7	3
468	4	4
469	4	4
470	0	0
471	3	2
472	4	2
473	0	0
474	0	0
475	3	3
476	0	0
477	0	0
478	2	2
479	1	1
480	3	3
481	2	2
482	5	3
483	0	0
484	0	0
485	0	0
486	0	0
487	0	0
488	1	1
489	0	0
490	0	0
491	0	0
492	3	3
493	0	0
494	0	0
495	0	0
496	0	0
497	0	0
498	7	3
499	0	0
500	1	1
501	0	0
502	0	0
503	12	9
504	0	0
505	1	1
506	0	0
507	1	1
508	1	1
509	0	0
510	0	0
511	0	0
512	0	0
513	0	0
514	7	7
515	0	0
516	1	1
517	2	2
518	0	0
519	0	0
520	2	2
521	7	5
522	0	0
523	0	0
524	0	0
525	0	0
526	0	0
527	4	4
528	1	1
529	0	0
530	0	0
531	0	0
532	0	0
533	0	0
534	0	0
535	0	0
536	0	0
537	0	0
538	7	3
539	1	1
540	0	0
541	0	0
542	0	0
543	1	1
544	0	0
545	2	2
546	0	0
547	0	0
548	1	1
549	0	0
550	0	0
551	0	0
552	0	0
553	0	0
554	0	0
555	0	0
556	0	0
557	0	0
558	3	3
559	1	1
560	1	1
561	1	1
562	0	0
563	0	0
564	0	0
565	0	0
566	0	0
567	0	0
568	0	0
569	0	0
570	0	0
571	0	0
572	0	0
